best_val_S_n,best_val_S_mean,best_val_S_std,best_val_S_min,best_val_S_max,best_val_S_p10,best_val_S_p50,best_val_S_p90,best_val_S_ci95_low,best_val_S_ci95_high,best_val_S_ci95_half_width,test_MAE_mean_n,test_MAE_mean_mean,test_MAE_mean_std,test_MAE_mean_min,test_MAE_mean_max,test_MAE_mean_p10,test_MAE_mean_p50,test_MAE_mean_p90,test_MAE_mean_ci95_low,test_MAE_mean_ci95_high,test_MAE_mean_ci95_half_width,test_RMSE_mean_n,test_RMSE_mean_mean,test_RMSE_mean_std,test_RMSE_mean_min,test_RMSE_mean_max,test_RMSE_mean_p10,test_RMSE_mean_p50,test_RMSE_mean_p90,test_RMSE_mean_ci95_low,test_RMSE_mean_ci95_high,test_RMSE_mean_ci95_half_width,test_R2_mean_n,test_R2_mean_mean,test_R2_mean_std,test_R2_mean_min,test_R2_mean_max,test_R2_mean_p10,test_R2_mean_p50,test_R2_mean_p90,test_R2_mean_ci95_low,test_R2_mean_ci95_high,test_R2_mean_ci95_half_width,test_Acc_mean_n,test_Acc_mean_mean,test_Acc_mean_std,test_Acc_mean_min,test_Acc_mean_max,test_Acc_mean_p10,test_Acc_mean_p50,test_Acc_mean_p90,test_Acc_mean_ci95_low,test_Acc_mean_ci95_high,test_Acc_mean_ci95_half_width,best_epoch_n,best_epoch_mean,best_epoch_std,best_epoch_min,best_epoch_max,best_epoch_p10,best_epoch_p50,best_epoch_p90,best_epoch_ci95_low,best_epoch_ci95_high,best_epoch_ci95_half_width,stop_epoch_n,stop_epoch_mean,stop_epoch_std,stop_epoch_min,stop_epoch_max,stop_epoch_p10,stop_epoch_p50,stop_epoch_p90,stop_epoch_ci95_low,stop_epoch_ci95_high,stop_epoch_ci95_half_width
10,0.9021039478480816,0.0006240375269789793,0.900836355984211,0.9029834792017936,0.9015715695917608,0.9021671116352082,0.9028803817927837,0.9017171653816698,0.9024907303144933,0.00038678246641178025,10,0.09906094819307325,0.00038085109791249997,0.0983810424804687,0.0997188240289688,0.09866376742720598,0.09904943034052845,0.09945760369300838,0.0988248942369925,0.09929700214915399,0.00023605395608074253,10,0.12530081197619433,0.0006217152467909342,0.1245234236121177,0.1262860298156738,0.12455823868513106,0.1253070011734962,0.12620226442813867,0.12491546887395538,0.12568615507843328,0.0003853431022389562,10,0.31729434013366703,0.006821620743008869,0.3066102862358093,0.325869345664978,0.3072735214233398,0.316916012763977,0.3254852640628814,0.3130662557928424,0.32152242447449164,0.004228084340824601,10,0.9009390354156495,0.00038085508189214794,0.9002811312675476,0.9016189575195312,0.9005424320697785,0.9009505212306976,0.9013362526893615,0.9007029789902725,0.9011750918410264,0.00023605642537691105,10,5.6,1.3498971154211057,3.0,8.0,4.8,5.5,7.1,4.763325099642108,6.436674900357891,0.8366749003578922,10,10.6,1.3498971154211057,8.0,13.0,9.8,10.5,12.1,9.763325099642108,11.436674900357891,0.8366749003578922
