tag,trait,MAE,RMSE,R2,Acc(1-MAE)
ensemble,extraversion,0.09614138856818859,0.12150760762793712,0.3805947472969673,0.9038586114318115
ensemble,neuroticism,0.09841047016782262,0.12533216303243902,0.38133324142995995,0.9015895298321774
ensemble,agreeableness,0.09597370562569776,0.121496334968553,0.22835319600792314,0.9040262943743023
ensemble,conscientiousness,0.10167512523303612,0.1291395124883054,0.3413688461301868,0.8983248747669639
ensemble,openness,0.0962870097199803,0.12072457242110449,0.34355823495981375,0.9037129902800197
ensemble,mean,0.09769753986294508,0.12364003810766781,0.3350416531649702,0.902302460137055
