epoch,train_loss,val_mae_mean,val_rmse_mean,val_r2_mean,val_acc_mean,val_S,val_mae_extraversion,val_rmse_extraversion,val_r2_extraversion,val_acc_extraversion,val_mae_neuroticism,val_rmse_neuroticism,val_r2_neuroticism,val_acc_neuroticism,val_mae_agreeableness,val_rmse_agreeableness,val_r2_agreeableness,val_acc_agreeableness,val_mae_conscientiousness,val_rmse_conscientiousness,val_r2_conscientiousness,val_acc_conscientiousness,val_mae_openness,val_rmse_openness,val_r2_openness,val_acc_openness
1,0.12190138758473962,0.11896971613168716,0.1469055414199829,-0.022784483432769776,0.881030261516571,0.8810302838683128,0.12036651372909546,0.14929582178592682,-0.0026520490646362305,0.8796334862709045,0.12194529175758362,0.14998626708984375,0.0019097328186035156,0.8780547380447388,0.1072014570236206,0.1335667371749878,-0.02598106861114502,0.8927985429763794,0.12293518334627151,0.1510450541973114,0.005218088626861572,0.8770648241043091,0.12240014970302582,0.1506337821483612,-0.09241712093353271,0.877599835395813
2,0.11832051953135153,0.11583584547042847,0.1436009705066681,0.023442339897155762,0.8841641545295715,0.8841641545295715,0.11925896257162094,0.14772312343120575,0.018359661102294922,0.8807410597801208,0.11967749893665314,0.14778299629688263,0.03101825714111328,0.8803225159645081,0.10368859022855759,0.13063853979110718,0.018510878086090088,0.8963114023208618,0.12105961889028549,0.14890487492084503,0.03320944309234619,0.8789404034614563,0.11549453437328339,0.14295530319213867,0.016113460063934326,0.8845054507255554
3,0.1149834169330944,0.11316269636154175,0.1409057378768921,0.05928514003753662,0.8868373036384583,0.8868373036384583,0.11694985628128052,0.1450316160917282,0.053805410861968994,0.8830501437187195,0.11636056005954742,0.144628643989563,0.07194000482559204,0.8836394548416138,0.10197655111551285,0.1291275918483734,0.04108470678329468,0.8980234265327454,0.11754719167947769,0.1449843943119049,0.08344745635986328,0.8824527859687805,0.11297930777072906,0.14075644314289093,0.04614812135696411,0.8870207071304321
4,0.11068846388767671,0.10851357132196426,0.13588254153728485,0.12417728900909424,0.8914863467216492,0.8914864286780357,0.11244872957468033,0.1395912915468216,0.12345856428146362,0.8875512480735779,0.1102413684129715,0.13835857808589935,0.15066492557525635,0.8897586464881897,0.09969250112771988,0.1267375499010086,0.07625389099121094,0.9003074765205383,0.11173843592405319,0.13883599638938904,0.15953528881072998,0.8882615566253662,0.10844681411981583,0.13588927686214447,0.1109737753868103,0.8915531635284424
5,0.10560619523824065,0.10475759208202362,0.13158802688121796,0.17847079038619995,0.8952423930168152,0.8952424079179764,0.10844217985868454,0.13474567234516144,0.18325847387313843,0.8915578126907349,0.10612841695547104,0.13360923528671265,0.2079736590385437,0.8938716053962708,0.09708062559366226,0.12337164580821991,0.12466800212860107,0.902919352054596,0.10760679841041565,0.13501767814159393,0.20512956380844116,0.8923932313919067,0.10452994704246521,0.13119591772556305,0.1713242530822754,0.8954700231552124
6,0.10249943149619989,0.10325567424297333,0.13074423372745514,0.18809959888458253,0.8967443704605103,0.8967443257570267,0.10541367530822754,0.13188891112804413,0.21752142906188965,0.8945863246917725,0.10419773310422897,0.13310012221336365,0.21399694681167603,0.8958022594451904,0.0977226123213768,0.12469418346881866,0.10580039024353027,0.902277410030365,0.10650914162397385,0.13427825272083282,0.21381253004074097,0.8934908509254456,0.10243519395589828,0.12975971400737762,0.18936669826507568,0.8975648283958435
7,0.10093010052275465,0.10189694166183472,0.12899498641490936,0.2095132827758789,0.8981030583381653,0.8981030583381653,0.10377214848995209,0.12988819181919098,0.24108213186264038,0.8962278366088867,0.10244569927453995,0.1305847316980362,0.24342602491378784,0.8975542783737183,0.09678295254707336,0.12342806905508041,0.12386661767959595,0.903217077255249,0.10554748773574829,0.13326966762542725,0.22557705640792847,0.8944525122642517,0.10093642771244049,0.12780430912971497,0.2136145830154419,0.8990635871887207
8,0.0996968188094643,0.10111470520496368,0.1279100477695465,0.2224193334579468,0.8988853693008423,0.8988852947950363,0.10256554186344147,0.12817703187465668,0.2609459161758423,0.8974344730377197,0.1013270765542984,0.12911641597747803,0.2603437900543213,0.8986729383468628,0.09663701802492142,0.12318193167448044,0.1273573637008667,0.9033629894256592,0.105261892080307,0.13297688961029053,0.22897601127624512,0.8947380781173706,0.09978196024894714,0.1260979026556015,0.2344735860824585,0.9002180099487305
9,0.09896319439870649,0.10133987665176392,0.12861329317092896,0.21392738819122314,0.8986600637435913,0.8986601233482361,0.10191085189580917,0.12770392000675201,0.26639246940612793,0.8980891704559326,0.10196821391582489,0.13092321157455444,0.23949837684631348,0.8980317711830139,0.09708856046199799,0.12379147112369537,0.11869919300079346,0.9029114246368408,0.10614508390426636,0.1344207525253296,0.21214240789413452,0.8938549160957336,0.09958665072917938,0.12622712552547455,0.23290449380874634,0.9004133343696594
10,0.09771715455018286,0.09987994283437729,0.12647143006324768,0.23982635736465455,0.9001200795173645,0.9001200571656227,0.10119680315256119,0.1265186220407486,0.27994829416275024,0.898803174495697,0.10030380636453629,0.12820158898830414,0.27078795433044434,0.8996961712837219,0.09560654312372208,0.12161006033420563,0.14948630332946777,0.9043934345245361,0.10326025635004044,0.13062472641468048,0.256011426448822,0.8967397212982178,0.09903232008218765,0.12540218234062195,0.24289780855178833,0.9009676575660706
