split,method,selected_alpha,train_MAE,val_MAE,train_RMSE,val_RMSE,train_R2,val_R2,train_Acc(1-MAE),val_Acc(1-MAE)
strict,hubert,3000.0,0.09286032617092133,0.09864211082458496,0.11668054759502411,0.12445143610239029,0.36257991194725037,0.26353025436401367,0.9071396589279175,0.901357889175415
strict,wav2vec2,1000.0,0.09354065358638763,0.10123021900653839,0.11754642426967621,0.12740443646907806,0.35351112484931946,0.22840616106987,0.9064593315124512,0.8987697958946228
strict,wavlm,3000.0,0.092169389128685,0.0975823849439621,0.11601843684911728,0.12269328534603119,0.36970534920692444,0.2839110195636749,0.9078305959701538,0.9024176001548767
strict,egemaps,300.0,0.10290131717920303,0.10596535354852676,0.12934572994709015,0.13339005410671234,0.21953625977039337,0.1560024917125702,0.8970986604690552,0.8940346240997314
