epoch,train_loss,val_mae_mean,val_rmse_mean,val_r2_mean,val_acc_mean,val_S,val_mae_extraversion,val_rmse_extraversion,val_r2_extraversion,val_acc_extraversion,val_mae_neuroticism,val_rmse_neuroticism,val_r2_neuroticism,val_acc_neuroticism,val_mae_agreeableness,val_rmse_agreeableness,val_r2_agreeableness,val_acc_agreeableness,val_mae_conscientiousness,val_rmse_conscientiousness,val_r2_conscientiousness,val_acc_conscientiousness,val_mae_openness,val_rmse_openness,val_r2_openness,val_acc_openness
1,0.1200624738802325,0.11558210849761963,0.14336657524108887,0.02660646438598633,0.8844178915023804,0.8844178915023804,0.11920547485351562,0.14780212938785553,0.017310380935668945,0.8807945251464844,0.11945530772209167,0.14766106009483337,0.03261756896972656,0.8805446624755859,0.10378523170948029,0.13052873313426971,0.02016127109527588,0.8962147831916809,0.1205793097615242,0.1484120786190033,0.039595961570739746,0.8794206976890564,0.11488522589206696,0.14242886006832123,0.023347139358520508,0.8851147890090942
2,0.11247994608152909,0.1082298532128334,0.13590183854103088,0.12381373643875122,0.89177006483078,0.8917701467871666,0.11214670538902283,0.13951601088047028,0.1244049072265625,0.8878532648086548,0.1100514605641365,0.13899783790111542,0.14279872179031372,0.8899485468864441,0.1001497432589531,0.12741893529891968,0.06629383563995361,0.8998502492904663,0.11149432510137558,0.13894347846508026,0.158233642578125,0.8885056972503662,0.10730703175067902,0.134632870554924,0.12733757495880127,0.8926929831504822
3,0.10421784716153723,0.10282769054174423,0.12991631031036377,0.19840131998062133,0.8971722722053528,0.8971723094582558,0.10518073290586472,0.13154584169387817,0.2215874195098877,0.8948192596435547,0.10389465093612671,0.13167142868041992,0.23078101873397827,0.8961053490638733,0.09704241156578064,0.12364593148231506,0.12077158689498901,0.902957558631897,0.10587295889854431,0.1333175003528595,0.22502130270004272,0.8941270112991333,0.1021476686000824,0.129400834441185,0.19384527206420898,0.8978523015975952
4,0.10072440897036755,0.10147921741008759,0.12761297821998596,0.22664999961853027,0.8985207676887512,0.8985207825899124,0.10422088205814362,0.12956947088241577,0.24480295181274414,0.8957791328430176,0.10250549763441086,0.1294490545988083,0.2565276026725769,0.8974944949150085,0.09555218368768692,0.1213444322347641,0.15319746732711792,0.9044477939605713,0.10374630242586136,0.13083356618881226,0.2536315321922302,0.8962537050247192,0.10137123614549637,0.1268683820962906,0.22509044408798218,0.8986287713050842
5,0.09891638028211992,0.10004027932882309,0.12646907567977905,0.2400991439819336,0.8999597430229187,0.8999597206711769,0.10199840366840363,0.12722544372081757,0.27187854051589966,0.8980016112327576,0.10064657032489777,0.12840807437896729,0.26843684911727905,0.8993534445762634,0.09535469859838486,0.12118621170520782,0.15540432929992676,0.9046453237533569,0.10297401994466782,0.13036055862903595,0.2590180039405823,0.897026002407074,0.09922769665718079,0.12516510486602783,0.24575799703598022,0.9007723331451416
6,0.09766409341296095,0.09987795352935791,0.1264226734638214,0.24002302885055543,0.9001220464706421,0.9001220464706421,0.10089729726314545,0.1262567937374115,0.2829243540763855,0.8991026878356934,0.10079225897789001,0.1289820671081543,0.26188260316848755,0.8992077112197876,0.09624399244785309,0.12248492985963821,0.13720428943634033,0.9037560224533081,0.10267522931098938,0.1298719197511673,0.2645624876022339,0.897324800491333,0.09878097474575043,0.12451761215925217,0.25354140996932983,0.9012190103530884
7,0.09716338001573183,0.0990913137793541,0.12528744339942932,0.2537465333938599,0.9009087681770325,0.9009086862206459,0.10040418058633804,0.125509575009346,0.29138755798339844,0.8995957970619202,0.09949060529470444,0.1265791803598404,0.2891279458999634,0.9005094170570374,0.09517218172550201,0.12095695734024048,0.15859687328338623,0.9048278331756592,0.10203512758016586,0.1292286515235901,0.27183037996292114,0.8979648947715759,0.09835448861122131,0.12416280061006546,0.2577899098396301,0.9016455411911011
8,0.09678119373811545,0.09873519837856293,0.12464693933725357,0.2612877249717712,0.9012647867202759,0.9012648016214371,0.10008013248443604,0.12499678879976273,0.2971644997596741,0.899919867515564,0.09912704676389694,0.12588073313236237,0.2969514727592468,0.9008729457855225,0.09486570954322815,0.12046235799789429,0.16546416282653809,0.9051343202590942,0.1013474091887474,0.12835046648979187,0.2816934585571289,0.8986526131629944,0.09825567901134491,0.12354433536529541,0.2651650309562683,0.9017443060874939
9,0.09610242372494181,0.09883630275726318,0.12506595253944397,0.2566159725189209,0.9011636972427368,0.9011636972427368,0.10001878440380096,0.12539546191692352,0.29267531633377075,0.8999812006950378,0.09926268458366394,0.1262539029121399,0.2927767038345337,0.9007372856140137,0.09477758407592773,0.12035487592220306,0.1669514775276184,0.9052224159240723,0.10200414061546326,0.12964941561222076,0.26708006858825684,0.8979958295822144,0.09811832755804062,0.1236761063337326,0.2635962963104248,0.9018816947937012
10,0.09568708244399883,0.09864021092653275,0.12462540715932846,0.26198768615722656,0.9013597369194031,0.9013597890734673,0.10013490915298462,0.1248689591884613,0.29860222339630127,0.8998650908470154,0.09887108951807022,0.1259254366159439,0.2964518070220947,0.901128888130188,0.09433548152446747,0.11961688846349716,0.17713719606399536,0.9056645035743713,0.10173855721950531,0.12934522330760956,0.27051615715026855,0.8982614278793335,0.0981210246682167,0.12337050586938858,0.2672310471534729,0.9018789529800415
