epoch,train_mae,mae_mean,acc_mean,rmse_mean,r2_mean,S
1,0.1156596326572956,0.11077825725078583,0.8892217874526978,0.1380174458026886,0.09715828998169988,0.8892217427492142
2,0.10681753109066153,0.10531426966190338,0.8946857452392578,0.13315750658512115,0.15891970057812213,0.8946857303380966
3,0.1022787416388966,0.10265316069126129,0.8973468542098999,0.12997420132160187,0.19797890188903408,0.8973468393087387
4,0.1003334933334605,0.10120495408773422,0.8987950086593628,0.12791231274604797,0.22303746313498207,0.8987950459122658
5,0.09915854398291708,0.10075531899929047,0.8992446660995483,0.12752942740917206,0.2268456650964962,0.8992446810007095
6,0.09822645011757102,0.1013244017958641,0.8986756205558777,0.12851011753082275,0.21481636008274463,0.8986755982041359
7,0.09764665378272694,0.09972793608903885,0.9002720713615417,0.1258128434419632,0.24762611623664962,0.9002720639109612
8,0.09715834865472066,0.09992752969264984,0.900072455406189,0.1266210973262787,0.237627771548616,0.9000724703073502
9,0.09701172591279941,0.09913097321987152,0.9008690118789673,0.12522533535957336,0.2547124373008923,0.9008690267801285
10,0.09622660604609312,0.09913291037082672,0.9008671045303345,0.1253608763217926,0.25274702243324565,0.9008670896291733
11,0.09605275298345764,0.09960213303565979,0.9003978967666626,0.12599746882915497,0.2450599678603215,0.9003978669643402
12,0.09589184255833735,0.09924433380365372,0.9007557034492493,0.12575869262218475,0.24836819348345998,0.9007556661963463
13,0.09560734127972004,0.09865369647741318,0.9013463258743286,0.12485164403915405,0.2591941970285815,0.9013463035225868
14,0.09536548252054301,0.09974947571754456,0.9002505540847778,0.12655481696128845,0.23758342463433388,0.9002505242824554
15,0.09547714132946135,0.09886904060840607,0.9011308550834656,0.12521211802959442,0.25435409053118985,0.9011309593915939
16,0.09517346450059883,0.09925469756126404,0.9007452726364136,0.12587867677211761,0.2465200731168256,0.900745302438736
17,0.09508121898272288,0.1000673919916153,0.8999326825141907,0.12714870274066925,0.23064553969065177,0.8999326080083847
18,0.0947368292845886,0.09894242882728577,0.9010576009750366,0.12542416155338287,0.2517190206995118,0.9010575711727142
