run_id,seed,best_epoch,stop_epoch,best_val_S,test_MAE_mean,test_RMSE_mean,test_R2_mean,test_Acc_mean,checkpoint_path
run_01_seed_042,42,2,2,0.8749189078807831,0.11766083538532257,0.14351697266101837,-0.021114134788513185,0.8823391795158386,/workspace/hubert_finetune/checkpoints_sanity/final_runs/run_01_seed_042/best_model.pt
