run_name,lr,r,batch_size,grad_accum_steps,best_S,best_epoch,best_mae,best_acc,best_rmse,best_r2,ckpt
phase1_run1_lr0.0001_r8,0.0001,8,52,1,0.9008853957056999,19,0.09911460429430008,0.9008854031562805,0.125167578458786,0.2551794675231322,/workspace/ta_finetune/outputs/phase1_run1_lr0.0001_r8/checkpoint_best.pt
phase1_run2_lr0.0002_r8,0.0002,8,52,1,0.9013463035225868,13,0.09865369647741318,0.9013463258743286,0.12485164403915405,0.2591941970285815,/workspace/ta_finetune/outputs/phase1_run2_lr0.0002_r8/checkpoint_best.pt
phase2_run1_lr0.0002_r4,0.0002,4,52,1,0.901770830154419,20,0.09822916984558105,0.9017708897590637,0.12416471540927887,0.26681204887079224,/workspace/ta_finetune/outputs/phase2_run1_lr0.0002_r4/checkpoint_best.pt
phase2_run2_lr0.0002_r8,0.0002,8,52,1,0.9016181975603104,20,0.09838180243968964,0.9016181826591492,0.1242358461022377,0.26623798985576885,/workspace/ta_finetune/outputs/phase2_run2_lr0.0002_r8/checkpoint_best.pt
phase2_run3_lr0.0002_r16,0.0002,16,52,1,0.9016285464167595,17,0.09837145358324051,0.9016284942626953,0.12412413209676743,0.2676457158411287,/workspace/ta_finetune/outputs/phase2_run3_lr0.0002_r16/checkpoint_best.pt
