error_group,n_samples,mae_mean,mae_median,embedding_norm_raw_mean,embedding_norm_raw_median,distance_to_train_centroid_scaled_mean,distance_to_train_centroid_scaled_median,pc1_mean,pc2_mean
lowest_error_10pct,204,0.03476047942156863,0.036183799,2.05403208732605,2.026019334793091,26.341506958007812,24.653564453125,-0.23816674947738647,0.10765771567821503
highest_error_10pct,204,0.22585896286274512,0.210453321,2.0506670475006104,2.026315689086914,27.397777557373047,25.342369079589844,0.11369749903678894,1.5402945280075073
difference_high_minus_low,0,0.1910984834411765,0.174269522,-0.003365039825439453,0.0002963542938232422,1.0562705993652344,0.6888046264648438,0.3518642485141754,1.4326368123292923
