tag,trait,MAE,RMSE,R2,Acc(1-MAE)
ensemble,extraversion,0.1301807165145874,0.15063948026876528,-0.066151401200089,0.8698192834854126
ensemble,neuroticism,0.11625416809692979,0.14100084908283694,0.005897530024791431,0.8837458319030702
ensemble,agreeableness,0.11258505564182997,0.13649226357667174,-0.0006003922852735322,0.88741494435817
ensemble,conscientiousness,0.12696586595848203,0.157537252393552,0.003996849566235583,0.873034134041518
ensemble,openness,0.10231831949204208,0.13191496342332348,-0.04871346285875955,0.8976816805079579
ensemble,mean,0.11766082514077425,0.1435169617490299,-0.021114175350619012,0.8823391748592257
