epoch,train_loss,val_mae_mean,val_rmse_mean,val_r2_mean,val_acc_mean,val_S,val_mae_extraversion,val_rmse_extraversion,val_r2_extraversion,val_acc_extraversion,val_mae_neuroticism,val_rmse_neuroticism,val_r2_neuroticism,val_acc_neuroticism,val_mae_agreeableness,val_rmse_agreeableness,val_r2_agreeableness,val_acc_agreeableness,val_mae_conscientiousness,val_rmse_conscientiousness,val_r2_conscientiousness,val_acc_conscientiousness,val_mae_openness,val_rmse_openness,val_r2_openness,val_acc_openness
1,0.11981199875554306,0.11415505409240723,0.14202451705932617,0.04444819688796997,0.885844886302948,0.8858449459075928,0.11769812554121017,0.1461123377084732,0.03965121507644653,0.8823018670082092,0.11820527166128159,0.14630837738513947,0.05025947093963623,0.8817947506904602,0.10282924026250839,0.13011717796325684,0.026329636573791504,0.8971707820892334,0.11884505301713943,0.14665372669696808,0.062219321727752686,0.8811549544334412,0.11319760233163834,0.14093098044395447,0.0437813401222229,0.8868023753166199
2,0.10864574349713775,0.10415317863225937,0.13225026428699493,0.17025957107543946,0.8958468437194824,0.8958468213677406,0.10682617872953415,0.13400663435459137,0.1921910047531128,0.8931738138198853,0.10521618276834488,0.13436925411224365,0.19893741607666016,0.8947837948799133,0.09723667055368423,0.12444037944078445,0.10943686962127686,0.902763307094574,0.10890647023916245,0.13840867578983307,0.16470122337341309,0.8910935521125793,0.10258038341999054,0.13002640008926392,0.18603134155273438,0.8974196314811707
3,0.10196428002935214,0.10307687520980835,0.1301288902759552,0.19664613008499146,0.8969230651855469,0.8969231247901917,0.10668179392814636,0.1328054815530777,0.2066081166267395,0.8933181762695312,0.1031840518116951,0.13050056993961334,0.2444005012512207,0.8968159556388855,0.09576836973428726,0.1220644935965538,0.14311766624450684,0.904231607913971,0.10699383914470673,0.13627949357032776,0.19020283222198486,0.8930061459541321,0.1027563139796257,0.12899436056613922,0.19890153408050537,0.8972436785697937
4,0.1003993789582561,0.09944728761911392,0.12614032626152039,0.2435113549232483,0.9005527496337891,0.9005527123808861,0.10044489800930023,0.12586791813373566,0.2873345613479614,0.8995550870895386,0.09903739392757416,0.12681040167808533,0.28652822971343994,0.9009625911712646,0.09563305228948593,0.12203054130077362,0.14359396696090698,0.9043669700622559,0.1041174978017807,0.13203315436840057,0.23988252878189087,0.8958824872970581,0.0980035737156868,0.12395954132080078,0.26021748781204224,0.9019964337348938
5,0.09776150618963486,0.09861217439174652,0.12480266392230988,0.2600705623626709,0.9013878107070923,0.9013878256082535,0.10049066692590714,0.12575505673885345,0.28861236572265625,0.8995093107223511,0.09845613688230515,0.1252356916666031,0.30413806438446045,0.9015438556671143,0.09390605241060257,0.11940480023622513,0.18005239963531494,0.906093955039978,0.10226846486330032,0.13027359545230865,0.26000654697418213,0.8977315425872803,0.09793959558010101,0.12334416061639786,0.2675434350967407,0.9020603895187378
6,0.09591414547472629,0.0992029681801796,0.12605056166648865,0.24517582654953002,0.9007970094680786,0.9007970318198204,0.10128448158502579,0.12733544409275055,0.2706199288368225,0.8987154960632324,0.09972584247589111,0.1270354688167572,0.2839929461479187,0.9002741575241089,0.09470634907484055,0.12074635922908783,0.16152423620224,0.9052936434745789,0.10186032205820084,0.13081005215644836,0.2538989186286926,0.8981396555900574,0.09843786060810089,0.12432544678449631,0.2558431029319763,0.9015621542930603
7,0.09439195417409958,0.10035784542560577,0.12631312012672424,0.24229919910430908,0.8996421694755554,0.8996421545743942,0.10308140516281128,0.1281488984823227,0.2612709403038025,0.8969185948371887,0.10170979797840118,0.12775789201259613,0.27582693099975586,0.89829021692276,0.09447549283504486,0.11981980502605438,0.17434358596801758,0.905524492263794,0.10132144391536713,0.12921211123466492,0.27201658487319946,0.8986785411834717,0.10120102763175964,0.12662683427333832,0.22803795337677002,0.898798942565918
8,0.09342778255194024,0.09872319549322128,0.1254776567220688,0.25065386295318604,0.9012767672538757,0.9012768045067787,0.09973450750112534,0.1256450116634369,0.28985655307769775,0.9002655148506165,0.09827280789613724,0.1251354068517685,0.3052521347999573,0.9017271995544434,0.09604008495807648,0.12270686030387878,0.1340762972831726,0.9039599299430847,0.10116613656282425,0.1301003247499466,0.2619730234146118,0.8988338708877563,0.09840245544910431,0.12380071729421616,0.2621113061904907,0.9015975594520569
9,0.09249524361481563,0.09786452353000641,0.12397696822881699,0.26905006170272827,0.9021355509757996,0.9021354764699936,0.09875559061765671,0.1235470399260521,0.31337451934814453,0.9012444019317627,0.09749802201986313,0.12382332980632782,0.31974542140960693,0.9025020003318787,0.09401065856218338,0.11987736076116562,0.17354995012283325,0.9059893488883972,0.10048659145832062,0.12918178737163544,0.2723584771156311,0.8995134234428406,0.09857173264026642,0.12345534563064575,0.26622194051742554,0.9014282822608948
10,0.09047070896689782,0.0988614410161972,0.12494049966335297,0.25766252279281615,0.9011386036872864,0.9011385589838028,0.09997189044952393,0.12510345876216888,0.29596495628356934,0.9000281095504761,0.0984889343380928,0.12471968680620193,0.3098607659339905,0.9015110731124878,0.09459546208381653,0.12049879878759384,0.1649588942527771,0.9054045677185059,0.10066382586956024,0.1289592981338501,0.2748614549636841,0.8993361592292786,0.10058709233999252,0.12542127072811127,0.24266654253005981,0.8994129300117493
11,0.08979941511933373,0.09846056997776031,0.1242617815732956,0.2658853530883789,0.9015394449234009,0.9015394300222397,0.1014011800289154,0.127035990357399,0.2740461826324463,0.8985987901687622,0.09875509142875671,0.12461338192224503,0.3110359311103821,0.9012448787689209,0.09434559941291809,0.11963929980993271,0.17682981491088867,0.9056544303894043,0.09863585978746414,0.1262820065021515,0.3046591281890869,0.9013641476631165,0.09916514158248901,0.12373823672533035,0.2628557085990906,0.900834858417511
12,0.08826784394942526,0.09917223453521729,0.1253359466791153,0.25288437604904174,0.9008277654647827,0.9008277654647827,0.1008865162730217,0.1262943595647812,0.28249770402908325,0.8991134762763977,0.09951417148113251,0.12589222192764282,0.29682284593582153,0.9004858136177063,0.0952213704586029,0.1208389550447464,0.16023796796798706,0.9047785997390747,0.09937351197004318,0.12739600241184235,0.29233676195144653,0.9006264805793762,0.10086558759212494,0.12625819444656372,0.23252660036087036,0.8991343975067139
13,0.08786023234461517,0.09932441264390945,0.1256464123725891,0.24939814805984498,0.9006755948066711,0.9006755873560905,0.10018086433410645,0.12547843158245087,0.29173874855041504,0.8998191356658936,0.09861697256565094,0.1250554770231247,0.3061397075653076,0.9013830423355103,0.09513719379901886,0.12102861702442169,0.15760022401809692,0.9048628211021423,0.10239191353321075,0.13117562234401703,0.24972248077392578,0.8976081013679504,0.10029509663581848,0.1254938840866089,0.2417895793914795,0.8997049331665039
14,0.08674247485567939,0.09904859215021133,0.12505699694156647,0.2561167597770691,0.9009513854980469,0.9009514078497887,0.10072271525859833,0.12618345022201538,0.2837564945220947,0.8992772698402405,0.09946715086698532,0.1255788952112198,0.3003188371658325,0.9005328416824341,0.09532419592142105,0.12097696959972382,0.15831780433654785,0.9046757817268372,0.09961361438035965,0.1272999346256256,0.29340440034866333,0.900386393070221,0.10011529177427292,0.12524574995040894,0.24478626251220703,0.8998847007751465
