epoch,train_loss,val_mae_mean,val_rmse_mean,val_r2_mean,val_acc_mean,val_S,val_mae_extraversion,val_rmse_extraversion,val_r2_extraversion,val_acc_extraversion,val_mae_neuroticism,val_rmse_neuroticism,val_r2_neuroticism,val_acc_neuroticism,val_mae_agreeableness,val_rmse_agreeableness,val_r2_agreeableness,val_acc_agreeableness,val_mae_conscientiousness,val_rmse_conscientiousness,val_r2_conscientiousness,val_acc_conscientiousness,val_mae_openness,val_rmse_openness,val_r2_openness,val_acc_openness
1,0.10780744619085139,0.10279468446969986,0.13029906153678894,0.1941705107688904,0.8972052335739136,0.8972053155303001,0.10607202351093292,0.13235512375831604,0.21198081970214844,0.8939279913902283,0.10283476114273071,0.1309729516506195,0.2389204502105713,0.8971652388572693,0.09666566550731659,0.12339086830615997,0.12439566850662231,0.9033343195915222,0.10750386118888855,0.136942520737648,0.18230390548706055,0.8924961090087891,0.10089712589979172,0.12783390283584595,0.21325170993804932,0.8991028666496277
2,0.09988845533357477,0.09965919703245163,0.12631183862686157,0.24143942594528198,0.9003408551216125,0.9003408029675484,0.10084901750087738,0.12653499841690063,0.27976053953170776,0.8991509675979614,0.0998128205537796,0.12753702700138092,0.27832841873168945,0.9001871943473816,0.09589222073554993,0.12233579158782959,0.1393059492111206,0.9041078090667725,0.10364211350679398,0.13128729164600372,0.24844563007354736,0.8963578939437866,0.09809982776641846,0.12386409193277359,0.2613565921783447,0.9019001722335815
3,0.09702554547963438,0.09825874865055084,0.12460533529520035,0.2614347219467163,0.9017412066459656,0.9017412513494492,0.09957095980644226,0.12483717501163483,0.2989591360092163,0.9004290103912354,0.09791906177997589,0.12466660141944885,0.3104473948478699,0.9020809531211853,0.09489817172288895,0.12106899172067642,0.15703725814819336,0.9051018357276917,0.10110542923212051,0.1291363388299942,0.27286988496780396,0.8988945484161377,0.0978001281619072,0.12331753224134445,0.26785993576049805,0.9021998643875122
4,0.09477186014228112,0.10021684318780899,0.12642861902713776,0.24085503816604614,0.8997832536697388,0.899783156812191,0.1042979434132576,0.13004980981349945,0.23919254541397095,0.895702064037323,0.10038785636425018,0.1264728307723999,0.2903222441673279,0.8996121287345886,0.09421772509813309,0.11977817118167877,0.1749170422554016,0.9057822823524475,0.10093317925930023,0.1290322244167328,0.2740418314933777,0.8990668058395386,0.10124745965003967,0.12681002914905548,0.2258015275001526,0.8987525701522827
5,0.0933385232107016,0.09778448194265366,0.12356925010681152,0.2737696886062622,0.9022156000137329,0.9022155180573463,0.09903166443109512,0.12397105991840363,0.30865341424942017,0.9009683132171631,0.09755049645900726,0.12346019595861435,0.32372939586639404,0.9024494886398315,0.09432776272296906,0.11972520500421524,0.17564642429351807,0.9056722521781921,0.09999122470617294,0.12787126004695892,0.28704649209976196,0.9000087976455688,0.09802122414112091,0.12281855940818787,0.2737727165222168,0.9019787907600403
6,0.09172568239291723,0.0992700606584549,0.12597961723804474,0.24525686502456664,0.9007299542427063,0.9007299393415451,0.10048773139715195,0.12593577802181244,0.286565899848938,0.8995122909545898,0.09898621588945389,0.1258028894662857,0.2978213429450989,0.9010137915611267,0.09519580006599426,0.12158358097076416,0.14985674619674683,0.9048042297363281,0.10131248831748962,0.13032874464988708,0.2593790888786316,0.898687481880188,0.10036808997392654,0.1262470781803131,0.23266124725341797,0.899631917476654
7,0.09017716636354069,0.0981091782450676,0.12417888641357422,0.2663536071777344,0.9018908739089966,0.9018908217549324,0.10009712725877762,0.12500356137752533,0.29708993434906006,0.899902880191803,0.09777343273162842,0.12463138997554779,0.31083643436431885,0.9022265672683716,0.09434747695922852,0.1202189102768898,0.16883349418640137,0.9056525230407715,0.0984286367893219,0.12598982453346252,0.30787259340286255,0.9015713930130005,0.09989922493696213,0.12505073845386505,0.24713557958602905,0.9001007676124573
8,0.08928279522454964,0.09892489016056061,0.12525412440299988,0.254377555847168,0.9010751843452454,0.9010751098394394,0.10140343010425568,0.12719251215457916,0.27225619554519653,0.8985965847969055,0.09938478469848633,0.12609654664993286,0.2945389747619629,0.9006152153015137,0.09420113265514374,0.12020468711853027,0.1690303087234497,0.9057988524436951,0.10018623620271683,0.1280280500650406,0.28529709577560425,0.8998137712478638,0.09944888949394226,0.12474889308214188,0.25076520442962646,0.9005510807037354
9,0.08794773350949237,0.09924828261137009,0.12564079463481903,0.2495173454284668,0.9007517099380493,0.9007517173886299,0.09918589890003204,0.12462952733039856,0.3012891411781311,0.9008141160011292,0.09868168830871582,0.12591511011123657,0.29656708240509033,0.9013183116912842,0.09493576735258102,0.1208547055721283,0.16001898050308228,0.9050642251968384,0.10237272083759308,0.13092629611492157,0.2525743842124939,0.8976272940635681,0.10106537491083145,0.12587833404541016,0.23713713884353638,0.8989346027374268
10,0.08628423091255108,0.10027427971363068,0.12691742181777954,0.23457056283950806,0.8997257351875305,0.8997257202863693,0.10124491900205612,0.12749791145324707,0.2687567472457886,0.8987550735473633,0.09999892860651016,0.12791858613491058,0.27400344610214233,0.900001049041748,0.0955042690038681,0.1211642473936081,0.15571051836013794,0.9044957160949707,0.10213902592658997,0.1301485151052475,0.2614264488220215,0.8978610038757324,0.10248424857854843,0.12785781919956207,0.21295565366744995,0.8975157737731934
