best_val_S_mean,best_val_S_std,best_val_S_min,best_val_S_max,best_val_S_p10,best_val_S_p50,best_val_S_p90,best_val_S_ci95_low,best_val_S_ci95_high,test_MAE_mean_mean,test_MAE_mean_std,test_MAE_mean_min,test_MAE_mean_max,test_MAE_mean_p10,test_MAE_mean_p50,test_MAE_mean_p90,test_MAE_mean_ci95_low,test_MAE_mean_ci95_high,test_RMSE_mean_mean,test_RMSE_mean_std,test_RMSE_mean_min,test_RMSE_mean_max,test_RMSE_mean_p10,test_RMSE_mean_p50,test_RMSE_mean_p90,test_RMSE_mean_ci95_low,test_RMSE_mean_ci95_high,test_R2_mean_mean,test_R2_mean_std,test_R2_mean_min,test_R2_mean_max,test_R2_mean_p10,test_R2_mean_p50,test_R2_mean_p90,test_R2_mean_ci95_low,test_R2_mean_ci95_high,test_Acc_mean_mean,test_Acc_mean_std,test_Acc_mean_min,test_Acc_mean_max,test_Acc_mean_p10,test_Acc_mean_p50,test_Acc_mean_p90,test_Acc_mean_ci95_low,test_Acc_mean_ci95_high,best_epoch_mean,best_epoch_std,best_epoch_min,best_epoch_max,best_epoch_p10,best_epoch_p50,best_epoch_p90,best_epoch_ci95_low,best_epoch_ci95_high,stop_epoch_mean,stop_epoch_std,stop_epoch_min,stop_epoch_max,stop_epoch_p10,stop_epoch_p50,stop_epoch_p90,stop_epoch_ci95_low,stop_epoch_ci95_high
0.9018283896148205,9.408224130750551e-05,0.9016716703772545,0.9019346013665199,0.901689225435257,0.901865016669035,0.9019136801362038,0.9017700768375191,0.9018867023921219,0.1002752959728241,8.149090981273345e-05,0.1001565232872963,0.10040520131587982,0.10017254948616028,0.10029209032654762,0.100355613976717,0.100224787383637,0.10032580456201119,0.12662659585475922,0.00011598033278716749,0.126471146941185,0.12684206664562225,0.1265045002102852,0.12659791857004166,0.12677269130945207,0.12655471049974243,0.126698481209776,0.3026566207408905,0.0013589572929770628,0.30011169910430907,0.3044038414955139,0.3008179354667664,0.3029998421669006,0.30411752104759215,0.3018143302843045,0.3034989111974765,0.8997247040271759,8.148480358444276e-05,0.899594783782959,0.8998433947563171,0.8996444046497345,0.8997079133987427,0.8998274624347686,0.8996741992226682,0.8997752088316835,22.3,4.347413023856832,17.0,29.0,17.0,22.0,29.0,19.605445491365966,24.994554508634035,27.3,4.347413023856832,22.0,34.0,22.0,27.0,34.0,24.605445491365966,29.994554508634035
