epoch,train_loss,val_mae_mean,val_rmse_mean,val_r2_mean,val_acc_mean,val_S,val_mae_extraversion,val_rmse_extraversion,val_r2_extraversion,val_acc_extraversion,val_mae_neuroticism,val_rmse_neuroticism,val_r2_neuroticism,val_acc_neuroticism,val_mae_agreeableness,val_rmse_agreeableness,val_r2_agreeableness,val_acc_agreeableness,val_mae_conscientiousness,val_rmse_conscientiousness,val_r2_conscientiousness,val_acc_conscientiousness,val_mae_openness,val_rmse_openness,val_r2_openness,val_acc_openness
1,0.12273134436769627,0.11873088777065277,0.14667215943336487,-0.019381165504455566,0.881269097328186,0.8812691122293472,0.12073566019535065,0.1500527411699295,-0.012846708297729492,0.8792643547058105,0.12135932594537735,0.1495247632265091,0.008043766021728516,0.8786406517028809,0.10828663408756256,0.13460692763328552,-0.042022705078125,0.8917133808135986,0.12400203943252563,0.15218386054039001,-0.009837985038757324,0.8759979605674744,0.11927080899477005,0.1469925194978714,-0.04024219512939453,0.8807291984558105
2,0.11739856584092999,0.11498365551233292,0.1429101675748825,0.03273074626922608,0.8850163221359253,0.8850163444876671,0.11893780529499054,0.14737950265407562,0.022921860218048096,0.8810622096061707,0.11879600584506989,0.14726214110851288,0.037836432456970215,0.8812040090560913,0.10314527899026871,0.13034497201442719,0.022917330265045166,0.8968546986579895,0.12009090185165405,0.14784620702266693,0.046907246112823486,0.879909098148346,0.113948293030262,0.14171801507472992,0.03307086229324341,0.8860517144203186
3,0.11338830597678606,0.11095841228961945,0.13848820328712463,0.09104602336883545,0.8890416026115417,0.8890415877103806,0.11567919701337814,0.1434199959039688,0.07471650838851929,0.8843207955360413,0.11337828636169434,0.14150969684123993,0.11153805255889893,0.8866217136383057,0.1006712019443512,0.12761084735393524,0.06347906589508057,0.8993288278579712,0.11498503386974335,0.14227710664272308,0.11735749244689941,0.8850149512290955,0.1100783422589302,0.1376233547925949,0.08813899755477905,0.8899216651916504
4,0.10788813608916943,0.10656134784221649,0.1342899352312088,0.14437671899795532,0.8934386372566223,0.8934386521577835,0.1100827306509018,0.13709372282028198,0.15454614162445068,0.889917254447937,0.10758446902036667,0.13639672100543976,0.1745803952217102,0.8924155235290527,0.09893807023763657,0.1262066811323166,0.08397597074508667,0.9010619521141052,0.11060818284749985,0.1385573446750641,0.1629052758216858,0.8893918395042419,0.10559330135583878,0.1331951767206192,0.14587581157684326,0.8944066762924194
5,0.10349476356511167,0.10322664678096771,0.13048021495342255,0.19179683923721313,0.8967733383178711,0.8967733532190323,0.10611799359321594,0.1324697583913803,0.21061521768569946,0.8938820362091064,0.10430397093296051,0.13300159573554993,0.2151610255241394,0.8956960439682007,0.09700272977352142,0.12364653497934341,0.1207616925239563,0.9029972553253174,0.10635686665773392,0.13409452140331268,0.21596050262451172,0.8936431407928467,0.10235168784856796,0.1291886866092682,0.1964857578277588,0.8976483345031738
6,0.10141211998149391,0.1017293706536293,0.12862922251224518,0.21449898481369017,0.8982707262039185,0.8982706293463707,0.10395659506320953,0.12990719079971313,0.24086010456085205,0.8960434198379517,0.10235058516263962,0.13054411113262177,0.2438967227935791,0.8976494073867798,0.09602489322423935,0.12206181138753891,0.14315617084503174,0.9039751291275024,0.1055336520075798,0.1332249790430069,0.22609758377075195,0.8944663405418396,0.10078109800815582,0.1274079531431198,0.21848434209823608,0.8992189168930054
7,0.09973152074209764,0.1009465679526329,0.12783578038215637,0.22356610298156737,0.8990534543991089,0.8990534320473671,0.10257788747549057,0.12836821377277374,0.25874054431915283,0.8974221348762512,0.10140884667634964,0.1295590102672577,0.25526463985443115,0.898591160774231,0.09619250893592834,0.12257421016693115,0.1359460949897766,0.903807520866394,0.10474636405706406,0.13229608535766602,0.23685109615325928,0.8952536582946777,0.0998072624206543,0.12638135254383087,0.23102813959121704,0.9001927375793457
8,0.09841642740641963,0.10135867446660995,0.1286187320947647,0.21386066675186158,0.8986412882804871,0.89864132553339,0.10163070261478424,0.1273338347673416,0.2706376910209656,0.898369312286377,0.10234470665454865,0.13139085471630096,0.23405665159225464,0.8976553082466125,0.09711737930774689,0.12380772829055786,0.11846822500228882,0.9028826355934143,0.10627993941307068,0.13452030718326569,0.21097475290298462,0.8937200307846069,0.09942065924406052,0.12604093551635742,0.2351660132408142,0.9005793333053589
9,0.09800203878563048,0.10070373862981796,0.12776297330856323,0.22365398406982423,0.8992962837219238,0.899296261370182,0.10115911066532135,0.1268623173236847,0.27602946758270264,0.8988409042358398,0.1009899154305458,0.12942400574684143,0.2568160891532898,0.8990100622177124,0.09747130423784256,0.1242438480257988,0.1122470498085022,0.902528703212738,0.10522867739200592,0.13335490226745605,0.2245863676071167,0.8947713375091553,0.09866970777511597,0.12492980062961578,0.24859094619750977,0.901330292224884
10,0.09703747224253464,0.10003312677145004,0.12690922617912292,0.23416874408721924,0.8999668955802917,0.89996687322855,0.10059426724910736,0.12607713043689728,0.28496313095092773,0.8994057178497314,0.10053548961877823,0.12892095744609833,0.26258212327957153,0.89946448802948,0.09664276242256165,0.12302741408348083,0.1295446753501892,0.9033572673797607,0.10393339395523071,0.13197173178195953,0.24058866500854492,0.8960666060447693,0.09845971316099167,0.12454894185066223,0.2531651258468628,0.9015402793884277
