epoch,train_loss,val_mae_mean,val_rmse_mean,val_r2_mean,val_acc_mean,val_S,val_mae_extraversion,val_rmse_extraversion,val_r2_extraversion,val_acc_extraversion,val_mae_neuroticism,val_rmse_neuroticism,val_r2_neuroticism,val_acc_neuroticism,val_mae_agreeableness,val_rmse_agreeableness,val_r2_agreeableness,val_acc_agreeableness,val_mae_conscientiousness,val_rmse_conscientiousness,val_r2_conscientiousness,val_acc_conscientiousness,val_mae_openness,val_rmse_openness,val_r2_openness,val_acc_openness
1,0.12249543457580706,0.11906780302524567,0.1470266580581665,-0.023685431480407713,0.8809322118759155,0.8809321969747543,0.1203295886516571,0.14944255352020264,-0.004624366760253906,0.8796703815460205,0.12248984724283218,0.15046913921833038,-0.004526376724243164,0.877510130405426,0.10642056167125702,0.1327943503856659,-0.014148116111755371,0.8935794234275818,0.1252201795578003,0.15356457233428955,-0.028248190879821777,0.8747798204421997,0.12087880820035934,0.14886268973350525,-0.06688010692596436,0.8791211843490601
2,0.11775837550466915,0.1151622086763382,0.14291687309741974,0.03263453245162964,0.8848377466201782,0.8848377913236618,0.11840974539518356,0.14669308066368103,0.03200286626815796,0.8815902471542358,0.11905816942453384,0.14717832207679749,0.03893083333969116,0.8809418082237244,0.10336964577436447,0.1305241733789444,0.02023082971572876,0.8966303467750549,0.12086804956197739,0.14861515164375305,0.0369686484336853,0.8791319727897644,0.11410543322563171,0.1415736973285675,0.03503948450088501,0.8858945369720459
3,0.11379674878322853,0.11144538223743439,0.138992041349411,0.08439408540725708,0.888554573059082,0.8885546177625656,0.11483442038297653,0.14249613881111145,0.08659940958023071,0.8851655721664429,0.11422377079725266,0.1424097865819931,0.10019975900650024,0.8857762217521667,0.1013197973370552,0.12838754057884216,0.05204343795776367,0.8986802101135254,0.11624278873205185,0.14360842108726501,0.10076206922531128,0.8837572336196899,0.11060608923435211,0.1380583792924881,0.08236575126647949,0.8893939256668091
4,0.10806352026620002,0.10576801002025604,0.1328691989183426,0.16252232789993287,0.8942319750785828,0.894231989979744,0.10902583599090576,0.13570848107337952,0.17154395580291748,0.8909741640090942,0.10721202194690704,0.13525390625,0.18835526704788208,0.8927879929542542,0.09784621745347977,0.12438254058361053,0.1102638840675354,0.9021537899971008,0.10948741436004639,0.13663680851459503,0.18595010042190552,0.8905125856399536,0.10526854544878006,0.13236425817012787,0.15649843215942383,0.8947314620018005
5,0.10353849542068665,0.1035391092300415,0.13026955723762512,0.19456472396850585,0.8964608907699585,0.8964608907699585,0.10613947361707687,0.13219934701919556,0.2138342261314392,0.8938605189323425,0.10463530570268631,0.13215819001197815,0.22508323192596436,0.8953647017478943,0.09668244421482086,0.12297461181879044,0.13029193878173828,0.9033175706863403,0.10680358856916428,0.13448365032672882,0.2114049196243286,0.8931964039802551,0.10343471169471741,0.12953200936317444,0.19220930337905884,0.896565318107605
6,0.10128339576833653,0.10256059467792511,0.13008134067058563,0.19649258852005005,0.8974393606185913,0.8974394053220749,0.10364241153001785,0.12986817955970764,0.2413163185119629,0.8963575959205627,0.10355804860591888,0.13286207616329193,0.2168062925338745,0.8964419364929199,0.09705998748540878,0.12380857765674591,0.11845612525939941,0.902940034866333,0.10703423619270325,0.13511674106121063,0.20396357774734497,0.8929657936096191,0.10150827467441559,0.12875112891197205,0.20192062854766846,0.8984917402267456
7,0.09973918977934074,0.10167360305786133,0.12890145182609558,0.21024699211120607,0.8983263969421387,0.8983263969421387,0.10233712196350098,0.1282569020986557,0.26002490520477295,0.897662878036499,0.10217517614364624,0.1311507523059845,0.23685312271118164,0.8978248238563538,0.09758569300174713,0.12446913868188858,0.10902434587478638,0.9024143218994141,0.10647929459810257,0.13459977507591248,0.21004265546798706,0.893520712852478,0.09979072958230972,0.12603068351745605,0.23528993129730225,0.9002092480659485
8,0.09840080861976204,0.10020561516284943,0.1269587129354477,0.23411389589309692,0.8997943997383118,0.8997943848371506,0.1015843003988266,0.12733779847621918,0.27059245109558105,0.8984156847000122,0.10061384737491608,0.12856265902519226,0.2666749954223633,0.8993861675262451,0.09568683058023453,0.1217162162065506,0.1480007767677307,0.9043131470680237,0.10363086313009262,0.13107745349407196,0.25084608793258667,0.8963691592216492,0.09951219707727432,0.12609945237636566,0.2344551682472229,0.9004877805709839
9,0.09783056246824663,0.09928379952907562,0.12549564242362976,0.25157190561294557,0.9007161855697632,0.9007162004709244,0.10089761018753052,0.12613515555858612,0.2843051552772522,0.8991023898124695,0.09985183924436569,0.12735816836357117,0.280351459980011,0.9001481533050537,0.09494315832853317,0.12056191265583038,0.16408544778823853,0.9050568342208862,0.102132149040699,0.12905378639698029,0.27379822731018066,0.8978678584098816,0.09859424829483032,0.12436921894550323,0.2553192377090454,0.9014057517051697
10,0.09708463225885222,0.09936782717704773,0.1256696581840515,0.2490258574485779,0.9006322026252747,0.9006321728229523,0.10035642236471176,0.12553830444812775,0.29106324911117554,0.89964359998703,0.09948550909757614,0.126538947224617,0.28957998752593994,0.9005144834518433,0.09571734815835953,0.12170877307653427,0.14810442924499512,0.9042826294898987,0.10283426940441132,0.13042911887168884,0.25823813676834106,0.8971657156944275,0.09844557195901871,0.1241331472992897,0.25814348459243774,0.9015544056892395
11,0.096681427803001,0.09899027645587921,0.12511995434761047,0.2553086161613464,0.901009738445282,0.9010097235441208,0.1001325473189354,0.12511856853961945,0.29579585790634155,0.8998674750328064,0.09918537735939026,0.12600620090961456,0.2955499291419983,0.9008146524429321,0.09564761072397232,0.12150183320045471,0.1509993076324463,0.9043523669242859,0.10164009779691696,0.12863710522651672,0.27848148345947266,0.8983598947525024,0.09834573417901993,0.12433605641126633,0.2557165026664734,0.9016542434692383
12,0.09595227488529971,0.0987880676984787,0.12484526634216309,0.25928440093994143,0.9012119174003601,0.9012119323015213,0.10015425831079483,0.12515395879745483,0.29539746046066284,0.8998457193374634,0.09929435700178146,0.12626856565475464,0.29261308908462524,0.9007056355476379,0.0945853739976883,0.12003948539495468,0.17131203413009644,0.9054146409034729,0.10169234126806259,0.12923195958137512,0.27179235219955444,0.8983076810836792,0.09821401536464691,0.12353233247995377,0.26530706882476807,0.9017859697341919
13,0.09588484502224266,0.09878325462341309,0.12499888241291046,0.2572967767715454,0.9012166857719421,0.9012167453765869,0.0998891070485115,0.12504754960536957,0.2965942621231079,0.9001109004020691,0.09909491240978241,0.12617698311805725,0.29363811016082764,0.9009050726890564,0.09496895968914032,0.12055005878210068,0.16424936056137085,0.9050310254096985,0.1019858792424202,0.12976416945457458,0.26578277349472046,0.8980141282081604,0.09797738492488861,0.12345562130212784,0.2662193775177002,0.9020226001739502
